age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
2303,43,admin.,married,unknown,0,3485,0,0,unknown,18,jun,113,1,-1,0,unknown,0
2366,26,services,single,secondary,0,0,0,0,cellular,29,jul,165,23,-1,0,unknown,0
2093,47,technician,married,secondary,0,72,0,0,unknown,29,may,278,1,-1,0,unknown,0
1981,51,self-employed,married,tertiary,0,833,0,0,cellular,31,jul,77,3,-1,0,unknown,0
3948,51,management,single,tertiary,1,-55,1,0,cellular,18,aug,119,6,-1,0,unknown,0
1824,37,admin.,single,secondary,0,781,0,0,cellular,20,aug,75,1,-1,0,unknown,0
3078,36,blue-collar,married,secondary,0,1587,1,0,cellular,28,jul,200,2,-1,0,unknown,0
1424,32,student,single,tertiary,0,0,0,0,cellular,6,aug,101,5,3,6,other,0
3110,50,technician,married,secondary,0,841,1,0,unknown,29,may,54,2,-1,0,unknown,0
2415,42,management,married,tertiary,0,251,0,0,cellular,20,aug,413,2,-1,0,unknown,0
1942,66,management,married,tertiary,0,2169,0,0,cellular,7,jul,282,1,-1,0,unknown,0
3469,48,blue-collar,married,primary,0,750,1,0,cellular,18,may,90,6,-1,0,unknown,0
541,27,technician,single,unknown,0,59,0,0,cellular,15,jul,792,4,-1,0,unknown,0
3486,58,retired,married,primary,0,1987,0,0,telephone,14,jul,185,4,-1,0,unknown,0
74,56,retired,married,secondary,0,344,1,0,unknown,15,may,221,1,-1,0,unknown,0
3203,32,blue-collar,married,secondary,0,3514,1,0,unknown,20,may,226,2,-1,0,unknown,0
2771,58,unemployed,married,secondary,0,610,1,0,telephone,29,jul,246,2,-1,0,unknown,0
4456,37,management,married,primary,0,3953,1,0,cellular,6,apr,610,2,138,1,failure,0
4081,26,management,single,secondary,0,565,1,0,unknown,6,jun,582,11,-1,0,unknown,0
2144,29,blue-collar,married,secondary,0,-478,0,1,cellular,8,jul,528,2,-1,0,unknown,0
615,31,blue-collar,married,secondary,0,-45,1,0,unknown,2,jun,184,1,-1,0,unknown,0
3273,32,blue-collar,single,tertiary,0,3014,1,0,cellular,7,may,291,2,-1,0,unknown,0
1238,31,blue-collar,married,primary,0,2,1,1,cellular,10,jul,112,1,-1,0,unknown,0
961,41,blue-collar,married,secondary,0,552,1,0,cellular,12,may,463,1,-1,0,unknown,0
2236,32,admin.,divorced,secondary,1,-18,1,0,unknown,12,may,155,3,-1,0,unknown,0
875,37,admin.,married,secondary,0,11303,0,0,cellular,26,may,500,2,-1,0,unknown,0
2463,47,blue-collar,single,unknown,0,2443,0,0,unknown,18,jun,422,1,-1,0,unknown,0
2584,31,management,married,tertiary,0,2395,0,0,cellular,27,apr,218,1,-1,0,unknown,0
3593,42,blue-collar,single,primary,0,1628,1,0,cellular,5,feb,119,1,195,8,success,0
1985,29,student,single,unknown,0,145,0,0,cellular,14,aug,105,1,-1,0,unknown,0
2357,30,student,single,secondary,0,4,0,0,cellular,4,feb,443,2,-1,0,unknown,0
2333,36,services,married,secondary,0,338,0,0,unknown,14,may,90,1,-1,0,unknown,0
1949,78,retired,married,tertiary,0,226,0,0,telephone,6,nov,136,1,-1,0,unknown,0
4486,37,blue-collar,married,primary,0,378,1,0,unknown,9,may,514,1,-1,0,unknown,0
2720,46,management,divorced,secondary,0,-852,0,1,cellular,29,aug,728,2,-1,0,unknown,0
937,33,blue-collar,married,secondary,0,86,1,0,unknown,19,may,364,1,-1,0,unknown,0
2338,29,unemployed,married,secondary,0,596,0,0,cellular,30,jan,510,2,-1,0,unknown,0
2551,38,management,divorced,secondary,0,-17,0,0,cellular,21,nov,11,4,-1,0,unknown,0
3680,43,unemployed,divorced,secondary,0,4094,1,0,cellular,21,nov,63,1,-1,0,unknown,0
3787,53,blue-collar,married,secondary,0,483,1,0,cellular,3,feb,288,3,-1,0,unknown,0
4338,50,management,married,tertiary,0,19447,1,1,cellular,21,nov,166,1,-1,0,unknown,0
1410,49,technician,divorced,secondary,0,265,1,0,unknown,12,may,274,6,-1,0,unknown,0
1902,34,technician,single,secondary,0,318,0,1,cellular,25,jul,239,5,-1,0,unknown,0
1207,36,entrepreneur,married,primary,0,177,1,0,unknown,12,may,63,5,-1,0,unknown,0
969,55,blue-collar,married,primary,0,3873,0,0,telephone,21,apr,222,1,-1,0,unknown,0
3406,24,admin.,single,secondary,0,926,1,1,cellular,15,may,191,1,-1,0,unknown,0
344,37,management,single,unknown,0,504,1,0,cellular,16,apr,555,1,-1,0,unknown,0
2603,26,management,single,tertiary,0,-8,0,0,cellular,13,aug,402,2,-1,0,unknown,0
4490,58,admin.,married,secondary,0,3496,1,0,unknown,2,jun,111,4,-1,0,unknown,0
938,37,technician,married,secondary,0,1633,1,0,unknown,19,may,229,3,-1,0,unknown,0
1947,47,unemployed,married,secondary,0,3188,1,0,cellular,3,feb,426,3,-1,0,unknown,0
3049,25,student,single,tertiary,0,1433,1,0,cellular,15,may,520,1,-1,0,unknown,0
1205,39,blue-collar,married,unknown,0,0,0,0,cellular,2,feb,731,1,193,3,failure,0
2356,33,services,married,secondary,0,804,1,1,unknown,8,may,266,1,-1,0,unknown,0
2942,34,technician,married,tertiary,0,544,1,1,cellular,18,nov,58,2,-1,0,unknown,0
2618,54,services,married,secondary,0,812,0,0,cellular,31,jul,113,6,-1,0,unknown,0
3149,31,services,married,secondary,0,500,1,0,unknown,6,jun,19,18,-1,0,unknown,0
4184,47,management,married,tertiary,0,6637,1,0,cellular,17,apr,174,2,-1,0,unknown,0
791,41,management,married,tertiary,0,3016,1,0,cellular,14,jul,80,3,-1,0,unknown,0
1114,36,technician,divorced,secondary,0,487,0,1,cellular,11,aug,268,3,-1,0,unknown,0
3446,38,services,married,secondary,0,8876,0,0,cellular,2,feb,280,1,75,1,failure,0
3124,56,management,married,tertiary,0,334,1,0,unknown,15,may,127,2,-1,0,unknown,0
2203,35,technician,single,tertiary,0,3552,0,0,cellular,21,nov,267,1,-1,0,unknown,0
3768,47,management,single,tertiary,0,0,0,0,unknown,11,jun,58,3,-1,0,unknown,0
4353,30,admin.,married,tertiary,0,400,1,0,cellular,7,may,223,1,-1,0,unknown,0
993,31,admin.,married,secondary,0,314,1,0,cellular,17,apr,279,1,-1,0,unknown,0
2218,58,blue-collar,married,primary,0,0,1,0,cellular,31,jul,5,25,-1,0,unknown,0
924,45,housemaid,married,primary,0,7353,0,0,cellular,13,aug,536,2,-1,0,unknown,0
3671,37,blue-collar,married,secondary,0,67,0,0,unknown,3,jun,45,2,-1,0,unknown,0
1012,48,blue-collar,married,secondary,0,841,1,0,unknown,19,may,215,1,-1,0,unknown,0
1869,44,management,married,tertiary,0,773,0,1,cellular,9,jul,618,1,-1,0,unknown,0
4417,33,unemployed,married,tertiary,0,302,1,1,cellular,16,apr,670,1,-1,0,unknown,0
596,47,housemaid,married,primary,0,201,1,0,cellular,7,aug,58,2,382,1,failure,0
1647,30,management,married,tertiary,0,0,1,0,cellular,9,jul,127,1,-1,0,unknown,0
1756,32,management,married,tertiary,0,-55,1,0,cellular,26,aug,107,4,-1,0,unknown,0
1095,36,technician,married,secondary,0,300,0,0,unknown,9,jun,287,1,-1,0,unknown,0
1660,52,services,married,secondary,0,108,1,0,unknown,15,may,543,12,-1,0,unknown,0
504,41,management,married,tertiary,0,3872,0,0,cellular,15,oct,231,1,-1,0,unknown,0
2078,31,self-employed,single,secondary,0,1086,0,0,cellular,20,nov,410,1,-1,0,unknown,0
610,50,services,single,secondary,0,72,0,0,unknown,8,may,141,2,-1,0,unknown,0
2888,38,technician,married,secondary,0,0,0,0,cellular,28,aug,82,4,-1,0,unknown,0
3411,57,management,married,tertiary,0,0,0,0,cellular,19,aug,188,4,-1,0,unknown,0
919,25,blue-collar,married,secondary,0,-76,1,0,unknown,12,may,241,3,-1,0,unknown,0
3417,55,services,divorced,tertiary,0,1983,1,0,telephone,19,nov,123,1,-1,0,unknown,0
4324,50,management,divorced,tertiary,0,100,1,1,cellular,13,may,157,1,299,3,failure,0
649,60,management,married,primary,0,252,1,1,cellular,13,apr,123,2,147,3,failure,0
3383,37,blue-collar,married,secondary,0,103,1,0,cellular,12,may,153,1,-1,0,unknown,0
1601,32,blue-collar,married,primary,0,329,1,0,cellular,3,feb,321,1,-1,0,unknown,0
696,41,self-employed,married,tertiary,0,6000,1,0,cellular,18,nov,265,1,-1,0,unknown,0
4083,51,management,married,tertiary,0,1612,0,0,cellular,16,mar,384,1,182,5,failure,0
3888,37,technician,divorced,secondary,0,23,0,0,cellular,20,aug,289,2,-1,0,unknown,0
2021,41,technician,married,tertiary,0,0,0,0,unknown,20,jun,95,1,-1,0,unknown,0
2579,46,management,married,tertiary,0,477,1,0,unknown,20,may,128,6,-1,0,unknown,0
2196,54,management,divorced,tertiary,0,26306,1,0,cellular,11,feb,27,1,84,3,failure,0
2892,28,services,single,secondary,0,2685,0,1,unknown,24,aug,5,1,-1,0,unknown,0
1577,47,admin.,married,secondary,0,104,1,1,cellular,14,jul,77,2,-1,0,unknown,0
1118,60,retired,married,secondary,0,4820,0,0,unknown,5,jun,419,1,-1,0,unknown,0
3461,34,technician,single,secondary,0,5039,0,0,cellular,20,nov,205,6,-1,0,unknown,0
600,58,retired,divorced,tertiary,0,264,1,1,cellular,8,jul,523,3,-1,0,unknown,0
4323,83,retired,divorced,primary,0,0,0,0,telephone,31,may,664,1,77,3,success,0
3345,31,technician,divorced,secondary,0,10787,1,0,unknown,4,jun,135,2,-1,0,unknown,0
2672,39,services,married,secondary,0,-540,0,0,unknown,6,jun,29,1,-1,0,unknown,0
927,32,technician,divorced,secondary,0,1097,1,0,unknown,12,may,298,2,-1,0,unknown,0
1662,50,blue-collar,married,primary,0,1164,1,0,unknown,8,may,166,2,-1,0,unknown,0
1787,39,management,married,tertiary,0,0,1,0,unknown,2,jun,46,2,-1,0,unknown,0
3468,38,blue-collar,divorced,secondary,0,889,0,1,unknown,18,jun,362,1,-1,0,unknown,0
4233,31,management,married,tertiary,0,582,1,0,cellular,15,jul,58,2,-1,0,unknown,0
2181,32,blue-collar,single,secondary,0,33,1,0,cellular,18,may,125,1,368,4,failure,0
2437,37,admin.,single,secondary,0,0,1,0,cellular,16,apr,640,2,-1,0,unknown,0
2269,27,services,single,secondary,0,0,1,0,unknown,7,may,388,7,-1,0,unknown,0
440,37,admin.,divorced,tertiary,0,4303,1,0,unknown,23,may,168,1,-1,0,unknown,0
599,43,technician,divorced,secondary,0,1413,1,0,telephone,28,jul,75,3,-1,0,unknown,0
718,40,blue-collar,married,secondary,0,498,1,0,cellular,8,may,55,2,298,4,failure,0
2502,32,admin.,married,secondary,0,0,0,0,cellular,30,jan,119,3,-1,0,unknown,0
1447,45,admin.,married,secondary,0,638,1,0,cellular,20,aug,75,9,-1,0,unknown,0
2153,43,blue-collar,married,primary,0,255,1,0,cellular,17,jul,180,1,-1,0,unknown,0
4128,34,admin.,divorced,secondary,0,1268,1,0,cellular,15,may,259,3,-1,0,unknown,0
2314,54,blue-collar,divorced,primary,0,-182,0,0,cellular,9,jul,98,1,-1,0,unknown,0
2995,43,technician,single,secondary,0,593,1,0,unknown,5,may,55,1,-1,0,unknown,0
2192,26,admin.,single,secondary,0,236,1,1,cellular,18,may,8,2,-1,0,unknown,0
4207,57,technician,married,secondary,0,589,1,0,cellular,2,feb,223,1,76,4,failure,0
1153,41,management,divorced,tertiary,0,369,1,0,telephone,22,aug,9,3,-1,0,unknown,0
1643,29,services,divorced,secondary,0,330,1,0,unknown,12,may,88,2,-1,0,unknown,0
622,32,blue-collar,single,secondary,0,-84,1,0,cellular,11,may,426,1,-1,0,unknown,0
2605,48,management,married,primary,0,247,1,1,unknown,14,may,145,1,-1,0,unknown,0
1134,34,blue-collar,married,primary,0,176,0,0,cellular,24,jul,78,1,-1,0,unknown,0
2599,52,management,married,tertiary,0,-1224,1,0,cellular,7,may,253,4,-1,0,unknown,0
856,49,technician,married,secondary,1,-1680,1,1,unknown,27,jun,92,4,-1,0,unknown,0
3363,33,blue-collar,married,secondary,0,467,1,0,unknown,21,may,494,2,-1,0,unknown,0
2312,34,admin.,married,secondary,0,50,1,0,unknown,20,may,89,2,-1,0,unknown,0
3288,59,unemployed,divorced,secondary,0,2921,0,0,telephone,3,feb,251,1,-1,0,unknown,0
3109,35,management,single,tertiary,0,0,0,1,cellular,14,aug,370,4,-1,0,unknown,0
320,45,admin.,married,unknown,0,1783,0,0,unknown,20,jun,11,11,-1,0,unknown,0
697,34,technician,married,secondary,0,0,1,0,cellular,15,jul,144,1,-1,0,unknown,0
672,32,entrepreneur,married,unknown,0,73,1,0,cellular,21,nov,158,1,135,1,failure,0
4144,29,blue-collar,married,secondary,0,358,0,0,cellular,21,jul,88,5,-1,0,unknown,0
3575,51,self-employed,married,primary,0,307,1,1,unknown,17,jun,65,2,-1,0,unknown,0
2657,28,services,single,secondary,0,-427,1,1,unknown,21,may,965,2,-1,0,unknown,0
1325,28,management,single,tertiary,0,1027,1,0,cellular,14,may,433,1,-1,0,unknown,0
2500,38,student,single,tertiary,0,807,0,0,cellular,27,feb,74,2,-1,0,unknown,0
939,31,management,married,tertiary,0,8312,0,0,cellular,29,aug,43,13,-1,0,unknown,0
1536,32,technician,single,secondary,0,2979,0,0,cellular,25,may,156,1,-1,0,unknown,0
3015,35,management,married,tertiary,0,0,0,0,cellular,11,jul,89,1,-1,0,unknown,0
1575,34,blue-collar,single,primary,0,464,1,0,cellular,18,may,173,1,299,2,other,0
3423,52,blue-collar,married,primary,0,36,0,0,cellular,13,aug,109,2,-1,0,unknown,0
4043,39,services,divorced,secondary,0,282,1,0,cellular,17,jul,243,1,-1,0,unknown,0
112,32,self-employed,married,secondary,0,217,1,1,cellular,15,jul,317,5,-1,0,unknown,0
2339,54,blue-collar,married,secondary,0,2059,1,0,cellular,25,aug,177,4,-1,0,unknown,0
4074,53,management,married,primary,0,4086,0,0,unknown,20,jun,14,3,-1,0,unknown,0
2162,40,admin.,single,secondary,0,-1,0,0,cellular,7,jul,173,1,-1,0,unknown,0
2732,45,technician,married,primary,0,-322,0,0,unknown,9,jun,225,2,-1,0,unknown,0
2096,58,management,married,tertiary,0,9339,1,0,telephone,18,nov,52,3,172,3,other,0
4267,50,services,single,primary,0,148,1,0,unknown,7,may,198,2,-1,0,unknown,0
2650,54,services,married,secondary,0,158,1,0,unknown,19,may,198,1,-1,0,unknown,0
1294,47,entrepreneur,married,unknown,0,209,1,0,unknown,6,may,135,2,-1,0,unknown,0
3354,61,management,married,secondary,0,1471,0,0,cellular,12,aug,331,2,-1,0,unknown,0
2199,35,admin.,divorced,secondary,0,148,0,1,cellular,8,jul,199,1,-1,0,unknown,0
1691,51,blue-collar,divorced,primary,0,-28,0,1,unknown,2,jul,220,2,-1,0,unknown,0
2405,40,technician,married,secondary,0,0,1,1,cellular,26,jul,105,2,172,1,failure,0
3091,38,blue-collar,married,secondary,0,376,1,0,unknown,7,may,1521,1,-1,0,unknown,0
1790,45,technician,married,secondary,0,1477,1,0,cellular,8,jul,355,1,-1,0,unknown,0
1345,40,management,divorced,tertiary,0,69,1,0,cellular,6,may,503,2,280,2,failure,0
193,36,services,married,secondary,0,1981,0,0,unknown,17,jun,48,2,-1,0,unknown,0
1592,29,self-employed,single,secondary,0,3672,1,1,unknown,28,may,1210,1,-1,0,unknown,0
644,32,entrepreneur,single,tertiary,0,890,1,1,cellular,28,aug,27,10,-1,0,unknown,0
2232,38,technician,married,secondary,0,7696,1,0,cellular,20,nov,386,2,-1,0,unknown,0
3000,45,admin.,married,secondary,0,644,0,1,telephone,22,jul,92,1,-1,0,unknown,0
896,31,technician,single,secondary,1,25,0,0,cellular,2,feb,381,1,-1,0,unknown,0
1771,37,management,married,tertiary,0,347,1,0,cellular,22,jul,282,1,-1,0,unknown,0
2922,26,admin.,married,tertiary,0,2855,0,0,cellular,30,mar,52,3,-1,0,unknown,0
839,37,entrepreneur,married,tertiary,0,4798,1,0,unknown,20,may,156,2,-1,0,unknown,0
1547,54,entrepreneur,married,tertiary,0,1544,0,1,cellular,5,feb,85,7,196,3,failure,0
2775,37,blue-collar,married,secondary,0,685,1,0,unknown,6,jun,968,1,-1,0,unknown,0
641,56,unknown,married,unknown,0,0,0,0,unknown,20,jun,471,2,-1,0,unknown,0
1635,33,blue-collar,married,secondary,0,687,1,0,cellular,14,may,72,2,370,1,failure,0
3935,38,management,single,tertiary,0,1704,0,0,cellular,1,sep,222,1,-1,0,unknown,0
3859,54,blue-collar,married,primary,0,4503,0,0,telephone,21,nov,168,3,-1,0,unknown,0
4200,49,management,single,primary,0,548,0,0,telephone,31,jul,115,6,-1,0,unknown,0
3839,51,technician,divorced,secondary,0,2323,1,1,cellular,18,aug,151,10,-1,0,unknown,0
1688,38,housemaid,married,secondary,0,-278,1,0,cellular,28,jul,143,2,-1,0,unknown,0
481,56,management,single,secondary,0,237,1,0,telephone,9,jul,236,4,-1,0,unknown,0
4082,47,blue-collar,married,secondary,0,0,1,0,cellular,21,jul,676,1,-1,0,unknown,0
3569,50,management,married,tertiary,0,78,1,0,cellular,14,jan,218,3,161,9,other,0
3983,40,technician,divorced,tertiary,0,1871,1,0,cellular,17,nov,64,1,-1,0,unknown,0
3605,27,management,single,tertiary,0,88,0,0,cellular,4,may,143,1,-1,0,unknown,0
803,57,housemaid,single,secondary,0,254,0,0,cellular,8,oct,676,1,-1,0,unknown,0
1308,48,technician,married,tertiary,0,0,0,0,telephone,26,aug,176,15,-1,0,unknown,0
1024,36,blue-collar,married,secondary,0,2357,1,0,unknown,17,jun,228,2,-1,0,unknown,0
3627,56,services,married,secondary,0,-229,0,1,cellular,23,jul,55,10,-1,0,unknown,0
2637,44,self-employed,married,secondary,0,313,0,0,cellular,6,aug,211,4,-1,0,unknown,0
2711,47,unknown,married,unknown,0,677,0,0,cellular,7,aug,384,1,99,4,success,0
2439,28,blue-collar,married,secondary,0,64,1,0,unknown,13,may,160,3,-1,0,unknown,0
3158,58,admin.,married,secondary,0,1142,0,0,telephone,4,feb,82,3,-1,0,unknown,0
2484,26,self-employed,single,tertiary,0,1153,0,0,cellular,4,may,238,3,-1,0,unknown,0
4415,52,blue-collar,married,primary,0,-133,0,0,unknown,5,jun,96,2,-1,0,unknown,0
2327,41,admin.,married,secondary,0,8238,1,1,unknown,30,may,124,4,-1,0,unknown,0
3207,54,management,married,tertiary,0,2819,0,0,cellular,7,aug,123,3,-1,0,unknown,0
2466,42,self-employed,married,secondary,0,5564,0,0,cellular,17,nov,560,2,-1,0,unknown,0
628,45,technician,married,secondary,0,88,0,0,cellular,29,aug,150,2,-1,0,unknown,0
1233,37,blue-collar,married,secondary,0,131,1,0,unknown,9,may,137,2,-1,0,unknown,0
2391,54,management,divorced,tertiary,0,0,0,1,cellular,10,jul,88,1,-1,0,unknown,0
4079,53,entrepreneur,married,secondary,0,-118,1,0,unknown,9,may,101,3,-1,0,unknown,0
1328,26,management,single,tertiary,0,205,0,0,unknown,26,may,111,1,-1,0,unknown,0
2061,31,services,married,secondary,0,-331,1,0,unknown,23,may,203,5,-1,0,unknown,0
1944,48,blue-collar,married,secondary,0,333,1,0,cellular,14,may,24,6,-1,0,unknown,0
142,56,services,divorced,unknown,0,1877,1,0,unknown,30,may,86,1,-1,0,unknown,0
4094,31,technician,single,tertiary,0,969,0,0,cellular,15,jun,95,1,-1,0,unknown,0
580,29,management,married,tertiary,0,361,1,1,cellular,28,jul,819,3,-1,0,unknown,0
625,36,technician,married,secondary,0,146,1,1,unknown,15,may,284,2,-1,0,unknown,0
1034,36,admin.,married,unknown,0,2323,0,0,cellular,19,nov,111,1,-1,0,unknown,0
3957,50,entrepreneur,married,tertiary,0,52,0,0,cellular,31,jul,22,8,-1,0,unknown,0
635,33,management,divorced,tertiary,1,280,0,1,cellular,18,nov,155,1,-1,0,unknown,0
2927,30,blue-collar,married,secondary,0,125,1,0,unknown,29,may,238,2,-1,0,unknown,0
1799,41,technician,married,tertiary,0,13,0,0,unknown,5,jun,189,2,-1,0,unknown,0
3886,36,management,single,tertiary,0,678,0,1,unknown,4,jul,85,3,-1,0,unknown,0
2011,31,blue-collar,married,primary,0,0,1,1,unknown,12,may,59,4,-1,0,unknown,0
4014,41,admin.,married,secondary,0,21515,1,0,unknown,5,jun,87,1,-1,0,unknown,0
1594,60,unemployed,divorced,secondary,0,385,1,0,cellular,4,feb,80,1,-1,0,unknown,0
2110,31,blue-collar,married,secondary,0,-498,1,0,cellular,21,jul,357,1,-1,0,unknown,0
3757,35,technician,single,tertiary,0,2288,0,0,telephone,28,may,32,2,-1,0,unknown,0
1086,50,self-employed,married,secondary,0,3025,0,1,cellular,6,aug,168,3,-1,0,unknown,0
4204,49,blue-collar,married,primary,0,902,0,0,unknown,9,jun,210,2,-1,0,unknown,0
1819,33,technician,divorced,secondary,1,10,1,1,cellular,18,nov,167,5,-1,0,unknown,0
3628,29,services,married,secondary,0,182,1,0,telephone,13,may,38,3,-1,0,unknown,0
4515,32,services,single,secondary,0,473,1,0,cellular,7,jul,624,5,-1,0,unknown,0
4078,30,management,married,tertiary,0,562,0,0,cellular,21,aug,137,4,-1,0,unknown,0
2976,28,blue-collar,single,secondary,0,56,1,0,unknown,23,may,66,1,-1,0,unknown,0
2708,33,management,married,tertiary,0,287,1,0,cellular,15,may,199,2,274,3,other,0
1138,35,technician,divorced,secondary,0,56,0,0,cellular,29,aug,24,12,-1,0,unknown,0
2215,34,management,single,unknown,0,1534,1,0,cellular,16,apr,156,1,147,7,other,0
4334,37,entrepreneur,single,secondary,0,20453,1,0,telephone,4,may,115,1,-1,0,unknown,0
335,47,management,divorced,tertiary,0,447,0,1,unknown,7,may,126,1,-1,0,unknown,0
419,46,technician,married,secondary,0,1322,1,1,cellular,19,nov,514,1,-1,0,unknown,0
788,43,technician,married,secondary,0,764,1,0,cellular,14,jul,557,5,-1,0,unknown,0
72,31,management,single,tertiary,0,6248,1,0,unknown,9,may,154,2,-1,0,unknown,0
2971,37,blue-collar,married,secondary,0,346,1,0,cellular,17,apr,390,1,316,1,failure,0
3592,39,services,married,secondary,0,0,1,0,unknown,20,may,793,2,-1,0,unknown,0
4506,42,unemployed,divorced,tertiary,0,-166,0,0,cellular,29,aug,85,4,-1,0,unknown,0
824,39,technician,married,tertiary,0,794,0,0,telephone,2,feb,182,1,-1,0,unknown,0
3153,46,blue-collar,married,primary,0,328,1,0,unknown,21,may,526,8,-1,0,unknown,0
1133,26,services,single,secondary,0,127,1,1,cellular,23,jul,85,3,-1,0,unknown,0
2621,24,blue-collar,single,unknown,0,431,1,0,unknown,3,jun,108,12,-1,0,unknown,0
1008,36,management,married,tertiary,0,605,1,0,unknown,26,may,204,1,-1,0,unknown,0
4468,42,housemaid,married,primary,0,1,1,0,telephone,28,jul,59,5,-1,0,unknown,0
1823,35,technician,divorced,secondary,0,473,1,1,unknown,26,may,434,4,-1,0,unknown,0
2613,36,admin.,married,secondary,0,725,1,0,cellular,27,feb,123,3,99,8,failure,0
1602,47,admin.,divorced,secondary,0,162,1,0,unknown,9,may,203,4,-1,0,unknown,0
1396,32,blue-collar,married,secondary,0,687,1,0,unknown,9,may,61,1,-1,0,unknown,0
583,33,management,single,tertiary,0,-53,0,0,cellular,29,jan,617,2,-1,0,unknown,0
3883,57,admin.,married,secondary,0,169,0,0,cellular,14,aug,180,1,106,2,failure,0
1481,40,management,single,secondary,0,192,1,0,unknown,16,may,71,11,-1,0,unknown,0
4514,38,blue-collar,married,secondary,0,1205,1,0,cellular,20,apr,45,4,153,1,failure,0
2949,46,blue-collar,married,primary,0,147,1,0,cellular,6,may,116,2,169,3,failure,0
2805,35,unknown,married,primary,0,634,0,0,cellular,7,jul,185,2,-1,0,unknown,0
866,54,retired,married,secondary,0,3671,0,0,unknown,11,jun,67,3,-1,0,unknown,0
3237,32,entrepreneur,married,primary,0,795,0,0,cellular,8,aug,131,3,-1,0,unknown,0
2175,56,management,divorced,tertiary,0,442,0,0,unknown,28,may,77,3,-1,0,unknown,0
2351,52,unknown,married,unknown,0,1317,0,0,unknown,12,jun,58,1,-1,0,unknown,0
2204,49,services,married,secondary,0,47,0,0,unknown,5,may,234,2,-1,0,unknown,0
1400,35,technician,married,secondary,0,2,0,0,telephone,28,jan,653,3,-1,0,unknown,0
1831,32,admin.,single,tertiary,0,-59,0,1,unknown,4,jul,192,1,-1,0,unknown,0
1299,49,blue-collar,married,secondary,0,-55,0,0,unknown,17,jun,150,3,-1,0,unknown,0
3766,38,technician,single,secondary,0,311,1,0,cellular,28,may,61,2,-1,0,unknown,0
1707,30,self-employed,married,secondary,0,123,0,1,unknown,17,jul,66,1,85,5,other,0
1784,50,blue-collar,married,secondary,0,810,1,0,unknown,14,may,19,14,-1,0,unknown,0
4362,40,technician,married,secondary,0,697,0,0,cellular,24,jun,220,2,219,2,other,0
2100,35,management,single,tertiary,0,633,1,0,cellular,17,apr,128,3,-1,0,unknown,0
291,47,blue-collar,married,secondary,0,480,1,0,unknown,28,may,211,2,-1,0,unknown,0
3611,28,technician,single,secondary,0,389,1,0,cellular,11,may,15,7,-1,0,unknown,0
1094,32,technician,single,tertiary,0,1012,0,0,cellular,14,apr,178,1,-1,0,unknown,0
3596,34,admin.,married,secondary,0,396,1,0,cellular,16,jul,101,3,-1,0,unknown,0
1735,35,blue-collar,married,secondary,0,407,1,0,cellular,20,apr,12,6,-1,0,unknown,0
1286,32,management,single,tertiary,0,1218,1,0,telephone,28,jan,70,2,-1,0,unknown,0
2136,34,management,married,tertiary,0,0,1,0,unknown,8,may,214,2,-1,0,unknown,0
2513,33,blue-collar,married,primary,0,191,1,0,unknown,9,may,162,2,-1,0,unknown,0
2660,32,unemployed,married,secondary,0,10,1,0,unknown,6,may,501,4,-1,0,unknown,0
2080,34,services,divorced,secondary,0,44,0,0,unknown,9,jun,118,1,-1,0,unknown,0
2913,58,retired,married,secondary,0,413,0,0,cellular,27,aug,104,5,-1,0,unknown,0
1016,36,blue-collar,married,secondary,0,439,1,0,unknown,21,may,260,5,-1,0,unknown,0
4285,37,admin.,married,tertiary,0,0,1,0,cellular,21,jul,115,1,-1,0,unknown,0
1036,53,technician,married,secondary,0,2647,1,0,unknown,30,may,121,1,-1,0,unknown,0
1893,35,technician,divorced,secondary,0,69,1,0,unknown,8,may,461,3,-1,0,unknown,0
606,28,blue-collar,married,secondary,0,1020,1,0,unknown,28,may,251,1,-1,0,unknown,0
544,49,admin.,married,secondary,0,2465,0,0,cellular,20,aug,157,3,-1,0,unknown,0
101,38,management,single,tertiary,0,493,1,0,cellular,11,may,553,1,367,7,failure,0
208,38,services,single,secondary,0,-196,1,0,cellular,2,feb,60,1,271,1,failure,0
3227,53,management,married,tertiary,0,1343,0,0,cellular,5,aug,129,4,-1,0,unknown,0
4380,57,housemaid,married,secondary,0,0,0,0,cellular,22,aug,197,2,-1,0,unknown,0
22,44,services,single,secondary,0,106,0,0,unknown,12,jun,109,2,-1,0,unknown,0
1132,41,management,divorced,tertiary,0,4567,1,1,cellular,16,jul,106,1,-1,0,unknown,0
3877,62,unknown,married,secondary,0,367,0,0,telephone,2,mar,139,5,-1,0,unknown,0
2686,31,blue-collar,married,secondary,0,0,0,1,telephone,15,jul,275,2,-1,0,unknown,0
3546,30,management,single,tertiary,0,6495,0,0,cellular,30,mar,78,3,-1,0,unknown,0
3595,30,blue-collar,single,secondary,1,447,0,0,unknown,14,may,103,6,-1,0,unknown,0
1189,34,technician,single,secondary,0,201,0,0,cellular,22,jul,257,2,-1,0,unknown,0
1347,29,self-employed,married,tertiary,0,751,1,0,unknown,23,may,121,2,-1,0,unknown,0
629,59,management,married,tertiary,0,2764,0,0,cellular,24,dec,237,1,206,2,failure,0
414,53,blue-collar,married,secondary,0,4380,0,0,telephone,19,aug,223,7,-1,0,unknown,0
